"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Portugal","Import","Fish","253057","","262929","","269531","","274076","","278665","","285664","","314355","","327432","","296211","","306509","","292306","","300207","","338421","","369927","","365710","","363555",""
"Romania","Export","Crustaceans","3","","0","-","5","","0","-","3","","2","","3","","19","","16","","19","","9","","35","","31","","2","","10","","19",""
"Romania","Export","Fish","112","","24","","118","","38","","378","","189","","69","","350","","624","","2824","","2965","","5010","","4308","","4405","","3413","","3872",""
"Romania","Import","Crustaceans","763","","589","","290","","102","","196","","289","","315","","504","","706","","552","","609","","699","","841","","902","","819","","1108",""
"Romania","Import","Fish","34811","","43516","","50042","","59446","","66262","","79185","","79590","","73568","","86654","","88132","","83728","","65590","","71327","","71813","","82685","","89187",""
"Russia","Export","Crustaceans","52242","","44150","","40305","","37342","","29368","","29112","","27964","","33497","","31538","","30336","","34320","","38339","","35634","","37774","","53634","","55233",""
"Russia","Export","Fish","1119706","","1157093","","1176822","","1170756","","1183614","","1318849","","1315462","","1276910","","1327950","","1342309","","1597138","","1713603","","1662334","","1848868","","1654901","","1727337",""
"Russia","Import","Crustaceans","8236","","14559","","22323","","31800","","36587","","47359","","48325","","71041","","69875","","55691","","65845","","63923","","59395","","68622","","55993","","25498",""
"Russia","Import","Fish","459862","","593962","","579383","","671860","","778066","","903688","","800941","","985869","","998153","","878905","","899374","","828420","","873306","","916176","","791276","","502925",""
"Serbia","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","1","","0",".","1","","3","","0","-","0","-","0","0","0","-","0","0","1",""
"Serbia","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","350","","414","","467","","475","","544","","443","","490","","666","","1061","","1136",""
"Serbia","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","85","","114","","148","","98","","117","","136","","124","","129","","179","","123",""
"Serbia","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","27679","","33944","","33299","","26653","","23865","","32935","","32428","","26631","","29940","","24724",""
"Serbia and Montenegro","Export","Crustaceans","21","","17","","0","-","7","F","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Serbia and Montenegro","Export","Fish","119","","180","","159","","81","F","217","","205","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Serbia and Montenegro","Import","Crustaceans","22","","39","","44","","40","F","82","","91","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Serbia and Montenegro","Import","Fish","10129","","18988","","23849","","18315","F","30294","","27124","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Slovakia","Export","Crustaceans","0","-","0","-","0","-","0","-","0","0","0","0","0","-","3","","6","","20","","16","F","12","F","17","","32","","11","","21",""
"Slovakia","Export","Fish","669","","531","","758","","903","","1523","F","1502","","2313","","1389","","1333","F","1058","","1450","F","2181","F","1660","","1804","","2130","","1864",""
"Slovakia","Import","Crustaceans","50","","27","","51","","75","","82","","348","","630","","1117","","808","","449","","512","","413","","313","","400","","150","","149",""
"Slovakia","Import","Fish","21585","","20085","","21762","","20790","","21205","","20644","","24169","","21117","","22454","","21355","","24308","","23473","","21628","","24396","","25039","","27528",""
"Slovenia","Export","Crustaceans","10","","9","","4","","16","","20","","17","","32","","86","","48","","55","","32","","56","","48","","36","","70","","68","F"
"Slovenia","Export","Fish","2067","","2081","","2018","","2052","","2572","","6545","","3906","","2898","","3834","","4002","","4660","","4322","","3350","","3980","","4867","","4850",""
"Slovenia","Import","Crustaceans","374","","338","","350","","357","","405","","430","","486","","593","","636","","601","","571","","538","","512","","495","","557","","551",""
"Slovenia","Import","Fish","6731","","7515","","7999","","8861","","10245","","13676","","12431","","10987","","11963","","12337","","13352","","12998","","11637","","12048","","13084","","13307",""
"Spain","Export","Crustaceans","17012","","21390","","28621","","25602","","25830","","21030","","25539","","35452","","27811","","35683","","36312","","44754","","41963","","42273","","39676","","45948",""
"Spain","Export","Fish","591265","","683892","","583437","","641545","","646342","","707838","","683553","","688820","","708689","","772201","","775086","","806489","","747947","","698055","","800267","","758771",""
"Spain","Import","Crustaceans","142341","","156708","","155731","","174634","","176785","","188989","","215943","","218095","","206204","","196401","","207015","","213800","","184810","","179429","","186623","","193619",""
"Spain","Import","Fish","744496","","860104","","852893","","953337","","873584","","870978","","907342","","947684","","875031","","933319","","960381","","958528","","869937","","869366","","951333","","979813",""
"Sweden","Export","Crustaceans","4040","","3539","","4281","","4366","","5032","","4608","","3681","","4438","","4235","","3593","","4460","","4040","","3495","","3572","","4055","","2871",""
"Sweden","Export","Fish","254857","","256377","","255623","","272257","","312599","","350017","","426016","","426368","","458130","","521772","","571566","","566575","","629913","","661474","","695091","","793065",""
"Sweden","Import","Crustaceans","25754","","27407","","26302","","29839","","32010","","34531","","32892","","35077","","32565","","33877","","36976","","35775","","36012","","38584","","37083","","33554",""
"Sweden","Import","Fish","166410","","178191","","191502","","237843","","280332","","316524","","351770","","413577","","446178","","474950","","511076","","546657","","627994","","646730","","692965","","764660",""
"Switzerland","Export","Crustaceans","23","","8","","16","","10","","12","","10","","5","","10","","71","","86","","29","","45","","52","","67","","12","","11",""
"Switzerland","Export","Fish","79","","82","","122","","148","","169","","179","","188","","210","","176","","245","","283","","261","","318","","500","","659","","473",""
"Switzerland","Import","Crustaceans","6046","","6430","","5031","","5883","","6469","","6625","","7663","","8639","","8613","","8827","","9428","","10201","","9142","","9415","","9643","","8721",""
"Switzerland","Import","Fish","44903","","46129","","44831","","45030","","45954","","45418","","48577","","48960","","50747","","52996","","53270","","53278","","52745","","57246","","55503","","57290",""
"Ukraine","Export","Crustaceans","259","","6448","","186","","592","","872","","567","","498","","726","","382","","157","","107","","131","","29","","76","","116","","211",""
"Ukraine","Export","Fish","83452","","50157","","37794","","31029","","16320","","19723","","20411","","24222","","23521","","59993","","55869","","48623","","55451","","51073","","39349","","8196",""
"Ukraine","Import","Crustaceans","1610","","318","","643","","1450","","1518","","4082","","9174","","14387","","14519","","7852","","8337","","10182","","9310","","9252","","5328","","1006",""
"Ukraine","Import","Fish","232907","","317739","","295542","","287564","","296447","","406307","","382972","","442048","","549432","","432584","","345123","","371921","","407367","","443498","","330122","","222846",""
"United Kingdom","Export","Crustaceans","58887","","61469","","65250","","67720","","66835","","65357","","65508","","66424","","56734","","57438","","60769","","52953","","51800","","54479","","51472","","46091",""
"United Kingdom","Export","Fish","550326","","567946","","505910","","543167","","538108","","546144","","490971","","512391","","487417","","565143","","602204","","527257","","590690","","573220","","710251","","637823",""
"United Kingdom","Import","Crustaceans","83566","","87693","","91298","","96255","","95630","","98910","","99024","","97125","","90322","","95218","","94654","","98073","","94166","","99357","","90935","","84698",""
"United Kingdom","Import","Fish","453551","","522982","","513740","","514375","","546892","","587591","","642607","","623825","","641575","","598380","","590119","","594704","","635871","","612203","","584623","","552023",""
"Australia","Export","Crustaceans","29353","","28925","","24458","","24004","","25430","","23858","","20850","","16082","","16667","","14340","","14396","","13159","","11776","","13941","","16596","","15527",""
"Australia","Export","Fish","29558","","32528","","33459","","29571","","26403","","26100","","24380","","23644","","23162","","24818","","22341","","22196","","18916","","17698","","20663","","31456",""
"Australia","Import","Crustaceans","15943","","18574","","18457","","24757","","28040","","31343","","35451","","33645","","28739","","33435","","35934","","36635","","40657","","38909","","40263","","34964",""
"Australia","Import","Fish","101337","","109051","","112850","","125541","","151767","","125529","","130210","","135254","","140530","","131452","","144639","","143955","","152873","","162312","","162793","","154433",""
"Cook Islands","Export","Fish","14","","6","","631","","771","","464","","1265","","740","","900","F","500","F","400","F","1300","F","1100","F","1774","F","1056","F","1203","F","1378","F"
"Cook Islands","Import","Crustaceans","4","F","5","","3","","3","","2","","6","","6","","10","","24","F","25","F","30","F","34","F","23","F","27","F","19","F","21","F"
"Cook Islands","Import","Fish","135","F","52","","23","","194","","49","","151","","93","","152","","99","F","95","F","129","F","79","F","117","F","110","F","270","F","292","F"
"Fiji","Export","Crustaceans","8","","20","","8","","8","","1","","16","","2","","0","-","0","-","0","-","5","","58","","3","","1","","2","","1",""
"Fiji","Export","Fish","10424","","13120","","15091","","17530","","19452","","21187","","23961","","28892","","36823","","31993","","43782","","36216","","6973","","19150","","20555","","20499",""
"Fiji","Import","Crustaceans","41","","165","","112","","126","","177","","183","","163","","198","","157","","155","","242","","160","","241","","256","","197","","311",""
"Fiji","Import","Fish","8865","","16129","","19515","","35085","","37262","","33738","","23523","","23710","","24446","","22607","","37943","","71989","","80106","","63903","","121406","","67013",""
"French Polynesia","Export","Crustaceans","0","-","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0","-","0","-","0","-","0","0","6","","0","-"
"French Polynesia","Export","Fish","1751","","2801","","1919","","1211","","770","","586","","634","","857","","442","","793","","943","","912","","1556","","1230","","1473","","1776",""
"French Polynesia","Import","Crustaceans","388","","379","","473","","606","","579","","712","","729","","848","","719","","806","","758","","393","","428","","330","","438","","296",""
"French Polynesia","Import","Fish","1526","","1575","","1500","","1574","","1604","","1974","","1543","","1762","","1877","","1784","","1696","","1935","","2120","","1876","","1937","","1756",""
"Kiribati","Export","Crustaceans","2","F","5","F","7","F","5","F","1","F","16","","6","F","0","-","0","-","0","-","0","-","15","F","0","-","0","-","0","-","0","-"
"Kiribati","Export","Fish","7552","F","3511","F","4900","F","4111","F","4531","F","5864","F","5076","F","12241","F","12598","F","23550","F","26819","F","42298","F","54432","F","60870","F","98079","F","101862","F"
"Kiribati","Import","Crustaceans","22","F","0","-","0","-","2","F","0","-","0","0","3","","4","","0","-","0","-","0","0","0","0","4","","0","0","2","F","1","F"
"Kiribati","Import","Fish","372","F","189","F","301","F","550","F","303","F","598","","349","","307","","285","","549","","462","F","687","","241","","141","","220","F","177","F"
"Marshall Islands","Export","Crustaceans","0",".","0","0","22","F","0","-","0","0","0","-","0","-","5","F","0","-","1","F","1","F","3","F","4","F","3","F","15","F","1","F"
"Marshall Islands","Export","Fish","3989","F","11130","F","16476","F","14985","F","21620","F","25528","F","15170","F","20366","F","25489","F","36006","F","40122","F","53219","F","54561","F","57739","F","61576","F","56096","F"
"Marshall Islands","Import","Crustaceans","1","F","2","F","3","F","2","F","18","F","0","-","0","-","0","0","0","-","0","-","100","F","1","F","2","F","10","F","10","F","4","F"
"Marshall Islands","Import","Fish","119","F","101","F","186","F","247","F","339","F","267","F","392","F","410","F","447","F","716","F","1301","F","1150","F","2897","F","1688","F","2702","F","1407","F"
"Micronesia, Fed.States of","Export","Crustaceans","0","-","0","-","2","F","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Micronesia, Fed.States of","Export","Fish","17398","F","14290","F","16975","F","25431","F","23227","F","23233","F","8667","F","12933","F","16481","F","16694","F","19350","F","22428","F","30331","F","19721","F","30934","F","43697","F"
"Micronesia, Fed.States of","Import","Crustaceans","7","F","2","F","0","0","0","-","16","F","4","F","0","-","1","F","1","F","1","F","0","-","2","F","0","-","4","F","0","-","6","F"
"Micronesia, Fed.States of","Import","Fish","1011","F","1412","F","1136","F","1571","F","1506","F","1170","F","928","F","933","F","1064","F","1046","F","1613","F","2097","F","3160","F","2618","F","2315","F","2390","F"
"New Caledonia","Export","Crustaceans","1253","","1755","","1411","","1284","","1516","","1712","","1789","","1307","","1297","","1079","","746","","708","","817","","868","","959","","642",""
"New Caledonia","Export","Fish","967","","1140","","1102","","1650","","1124","","1181","","631","","665","","735","","961","","1139","","861","","809","","805","","655","","611","F"
"New Caledonia","Import","Crustaceans","35","","34","","26","","29","","27","","46","","34","","52","","61","","38","","38","","43","","33","","29","","28","","23",""
"New Caledonia","Import","Fish","1095","","1432","","1134","","1354","","1255","","1309","","1407","","1479","","1822","","1416","","1602","","1529","","1674","","1541","","1387","","1249",""
"New Zealand","Export","Crustaceans","3852","","3043","","3043","","2923","","2575","","3143","","3263","","3089","","3126","","2981","","4110","","3473","","4260","","4260","","3412","","3501",""
"New Zealand","Export","Fish","199170","","196943","","211210","","196075","","198071","","194841","","192943","","190425","","175139","","185387","","222276","","201195","","225498","","223584","","211958","","213938",""
"New Zealand","Import","Crustaceans","2202","","1766","","2261","","2352","","2788","","3773","","3983","","4980","","4336","","3736","","5589","","5067","","6987","","5886","","5243","","4999",""
"New Zealand","Import","Fish","13658","","13931","","12989","","12523","","13182","","15708","","16276","","18764","","20411","","19385","","25897","","22694","","23110","","21183","","21108","","21316",""
"Palau","Export","Fish","58","F","74","F","40","F","17","F","14","F","109","F","221","F","292","F","151","F","124","F","212","F","102","F","90","","106","F","159","F","135",""
"Palau","Import","Crustaceans","2","F","4","F","2","F","0","-","11","F","1","F","33","F","53","","35","","36","","48","","59","","60","F","59","F","98","F","97",""
"Palau","Import","Fish","62","F","86","F","109","F","100","F","107","F","110","F","187","F","341","","371","","346","","257","","261","","279","","323","F","276","","413",""
"Papua New Guinea","Export","Crustaceans","1012","","1151","","739","","811","F","478","F","689","F","450","F","521","F","474","F","239","F","460","F","360","F","192","","164","F","448","F","611","F"
"Papua New Guinea","Export","Fish","27462","F","37058","","43133","","58373","","39598","","36751","F","52804","F","59480","F","49821","F","45974","","59265","F","59205","","60372","","55019","F","51649","F","61669","F"
"Papua New Guinea","Import","Crustaceans","1","","183","","25","","6","","9","","3","F","4","F","4","F","5","F","17","F","9","F","10","","31","","79","F","25","F","69","F"
"Papua New Guinea","Import","Fish","8538","","7025","","10763","","12244","","13716","","14183","F","14496","F","19067","F","17837","F","18411","F","15803","F","10461","","12845","","16463","F","19461","F","26099","F"
"Samoa","Export","Crustaceans","0","0","1","","0","0","0","0","0","0","0","-","0","-","0","-","1","","0","-","0","-","0","-","0","-","1","","0","0","0","-"
"Samoa","Export","Fish","2154","F","1538","","1573","","874","","1959","","1191","","1769","","2711","","3713","","3364","","4097","","1455","","2397","","3184","","1364","","5462",""
"Samoa","Import","Crustaceans","0","-","11","","11","","41","","47","","39","","124","","107","","116","","59","","79","","29","","34","","90","","176","","158",""
"Samoa","Import","Fish","7674","F","4451","","4310","","5545","","3325","","2165","","2761","","3283","","4478","","3445","","4253","","2999","","3974","","2769","","3524","","4634",""
"Solomon Islands","Export","Crustaceans","3","","4","F","0","0","1","","0","0","1","","1","","4","","6","","3","","2","","0","-","0","-","0","-","0","-","0","0"
"Solomon Islands","Export","Fish","13567","F","12521","F","12199","F","20721","F","17487","F","13929","F","21373","","13793","","12144","F","13851","F","14255","F","16096","F","22254","","21647","","34012","F","25024","F"
"Solomon Islands","Import","Crustaceans","16","F","1","F","2","","1","","6","","3","","20","","13","","0","-","0","-","0","-","6","","9","","9","","25","","14","F"
"Solomon Islands","Import","Fish","101","F","334","F","587","","213","","508","","475","","1300","","1778","","1204","F","1024","F","1488","F","851","","721","","1464","","802","","521","F"
"Tonga","Export","Crustaceans","131","","0","-","36","","12","","23","","0","-","1","","0","-","2","","0","-","9","","0","0","0","-","0","0","0","0","0","-"
"Tonga","Export","Fish","993","","346","","2550","","2363","","826","","746","","1036","","1004","","434","","224","","366","","480","","634","","517","","878","","618","F"
"Tonga","Import","Crustaceans","39","","23","","15","","19","","15","","19","","16","","24","","61","","66","","52","","64","","40","","62","","58","","22","F"
"Tonga","Import","Fish","628","","837","","800","","858","","1041","","873","","620","","1126","","774","","1087","","699","","805","","431","","716","","675","","640","F"
"Tuvalu","Export","Crustaceans","3","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Tuvalu","Export","Fish","100","F","100","F","395","F","640","F","1501","F","1640","F","1980","F","2320","F","2674","F","2970","F","8812","F","4879","F","5308","F","9687","F","5325","F","4337","F"
"Tuvalu","Import","Crustaceans","0",".","0",".","0","0","0",".","0","0","0","0","0","0","0","-","1","","0","-","2","F","3","F","1","F","0","-","1","F","2","F"
"Tuvalu","Import","Fish","5","F","0","0","19","","12","","36","","36","","16","","29","F","44","","21","F","74","F","62","F","10","F","41","F","10","F","99","F"
"Vanuatu","Export","Crustaceans","2","","1","F","0","-","1","F","0","-","0","-","0","-","0","-","0","-","0","-","1","","1","","0","-","5","F","1","F","0","-"
"Vanuatu","Export","Fish","54825","F","27281","F","34308","F","44786","F","63509","F","79032","F","69305","F","71873","F","48308","F","48011","F","39282","F","29967","F","33386","F","31546","F","34682","F","34011","F"
"Vanuatu","Import","Crustaceans","10","","3","F","3","F","2","F","6","F","5","F","6","","17","","17","","28","","32","","51","","16","F","55","F","55","F","15","F"
"Vanuatu","Import","Fish","978","","457","F","513","F","1253","F","864","F","972","F","1371","","1461","","1735","","1687","","1699","","2489","","2160","F","2512","F","2284","F","3103","F"
